EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,DistanceFromHome,YearsAtCompany,TotalWorkingYears,Attrition
1048,59,Male,Married,Sales,Manager,3,11904,1,6,14,No
1049,45,Male,Single,Human Resources,Human Resources,1,2177,24,6,6,No
1050,53,Female,Married,Sales,Sales Executive,3,7525,2,15,30,No
1052,36,Male,Divorced,Research & Development,Laboratory Technician,2,4834,15,1,9,Yes
1053,26,Male,Married,Research & Development,Research Scientist,1,2042,2,3,6,Yes
1055,34,Female,Married,Sales,Sales Representative,1,2220,10,1,1,No
1056,28,Male,Married,Sales,Sales Representative,1,1052,10,1,1,No
1060,38,Male,Married,Research & Development,Research Scientist,1,2821,3,2,8,No
1061,50,Male,Married,Research & Development,Research Director,5,19237,2,8,29,No
1062,37,Female,Single,Research & Development,Healthcare Representative,2,4107,3,4,8,No
1066,40,Male,Married,Sales,Sales Executive,2,8396,26,7,8,No
1068,26,Female,Divorced,Research & Development,Research Scientist,1,2007,1,5,5,No
1069,46,Male,Divorced,Research & Development,Research Director,5,19627,1,2,23,No
1070,54,Female,Married,Sales,Sales Executive,3,10686,2,9,13,No
1071,56,Female,Married,Research & Development,Research Scientist,1,2942,9,5,18,No
1073,36,Female,Single,Research & Development,Manufacturing Director,3,8858,12,14,15,No
1074,55,Male,Single,Research & Development,Manager,4,16756,2,9,31,No
1076,43,Male,Divorced,Sales,Sales Executive,3,10798,25,1,18,No
1077,20,Female,Single,Sales,Sales Representative,1,2323,9,2,2,Yes
1079,21,Female,Single,Research & Development,Laboratory Technician,1,1416,10,1,1,Yes
1080,46,Female,Divorced,Research & Development,Research Scientist,2,4615,8,16,19,No
1081,51,Male,Married,Research & Development,Research Scientist,1,2461,4,10,18,Yes
1082,28,Male,Single,Research & Development,Healthcare Representative,3,8722,24,10,10,Yes
1083,26,Male,Married,Research & Development,Laboratory Technician,1,3955,1,5,6,No
1084,30,Male,Married,Research & Development,Manufacturing Director,2,9957,20,6,7,No
1085,41,Female,Married,Research & Development,Research Scientist,1,3376,7,10,10,No
1088,38,Female,Married,Research & Development,Healthcare Representative,3,8823,17,19,20,No
1092,40,Male,Married,Research & Development,Healthcare Representative,3,10322,20,11,14,No
1094,27,Male,Married,Research & Development,Laboratory Technician,1,4621,8,3,3,No
1096,55,Male,Married,Research & Development,Manufacturing Director,3,10976,2,3,23,No
1097,28,Female,Single,Research & Development,Research Scientist,2,3660,10,8,10,No
1098,44,Male,Married,Human Resources,Human Resources,3,10482,1,20,24,Yes
1099,33,Male,Divorced,Research & Development,Healthcare Representative,3,7119,5,3,9,No
1100,35,Male,Single,Sales,Sales Executive,3,9582,4,8,9,Yes
1101,33,Female,Single,Research & Development,Research Scientist,2,4508,29,13,14,Yes
1102,28,Male,Divorced,Research & Development,Laboratory Technician,1,2207,15,4,4,No
1103,34,Male,Single,Research & Development,Healthcare Representative,2,7756,3,6,7,No
1105,37,Female,Divorced,Sales,Sales Executive,2,6694,10,1,8,No
1106,25,Male,Married,Research & Development,Laboratory Technician,1,3691,4,7,7,Yes
1107,26,Male,Divorced,Research & Development,Laboratory Technician,1,2377,21,1,1,Yes
1108,33,Male,Single,Research & Development,Research Scientist,1,2313,25,2,5,Yes
1109,42,Male,Married,Research & Development,Manager,4,17665,2,22,23,No
1111,28,Male,Divorced,Research & Development,Laboratory Technician,1,2596,1,1,1,Yes
1113,50,Male,Single,Sales,Sales Executive,2,4728,1,0,5,Yes
1114,33,Female,Married,Sales,Sales Executive,2,4302,7,3,4,No
1115,34,Male,Married,Research & Development,Research Scientist,1,2979,3,0,6,No
1116,48,Male,Single,Research & Development,Manager,4,16885,1,5,27,No
1117,45,Female,Married,Sales,Sales Executive,2,5593,9,15,15,No
1118,52,Male,Single,Research & Development,Healthcare Representative,3,10445,7,8,18,No
1119,38,Male,Divorced,Sales,Sales Executive,3,8740,10,8,9,No
1120,29,Female,Divorced,Research & Development,Research Scientist,1,2514,28,7,11,No
1121,28,Female,Divorced,Research & Development,Manufacturing Director,3,7655,3,9,10,No
1124,46,Male,Married,Sales,Manager,4,17465,3,12,23,No
1125,38,Male,Single,Sales,Sales Executive,3,7351,2,1,10,No
1126,43,Female,Married,Research & Development,Manufacturing Director,3,10820,27,8,18,No
1127,39,Male,Divorced,Research & Development,Healthcare Representative,4,12169,2,18,21,Yes
1128,40,Male,Single,Research & Development,Research Director,5,19626,14,20,21,No
1131,21,Female,Single,Research & Development,Research Scientist,1,2070,1,2,2,No
1132,39,Male,Single,Research & Development,Laboratory Technician,2,6782,9,5,9,No
1133,36,Male,Single,Research & Development,Manufacturing Director,2,7779,18,11,18,No
1135,31,Male,Married,Sales,Sales Representative,1,2791,20,2,3,No
1136,28,Male,Married,Research & Development,Research Scientist,1,3201,2,5,6,No
1137,35,Male,Divorced,Sales,Sales Executive,2,4968,11,5,5,No
1138,49,Male,Married,Sales,Sales Executive,4,13120,8,9,22,No
1140,34,Male,Single,Research & Development,Manufacturing Director,2,4033,2,3,5,No
1143,29,Female,Divorced,Research & Development,Research Scientist,1,3291,10,7,8,No
1148,42,Male,Single,Research & Development,Laboratory Technician,2,4272,29,1,16,No
1150,29,Male,Married,Research & Development,Manufacturing Director,2,5056,8,10,10,No
1152,38,Male,Married,Human Resources,Human Resources,1,2844,1,7,7,No
1154,28,Male,Divorced,Research & Development,Research Scientist,1,2703,6,3,3,No
1156,18,Male,Single,Research & Development,Laboratory Technician,1,1904,8,0,0,Yes
1157,33,Female,Single,Sales,Sales Executive,2,8224,9,5,6,Yes
1158,41,Male,Married,Research & Development,Laboratory Technician,1,4766,12,1,6,No
1160,31,Male,Married,Research & Development,Laboratory Technician,1,2610,15,2,2,Yes
1161,37,Female,Divorced,Research & Development,Healthcare Representative,2,5731,25,6,9,No
1162,27,Male,Married,Research & Development,Research Scientist,1,2539,6,4,4,No
1163,34,Female,Married,Sales,Sales Executive,2,5714,9,6,6,No
1164,35,Male,Single,Human Resources,Human Resources,1,4323,8,5,6,No
1165,29,Female,Married,Sales,Sales Executive,3,7336,23,11,11,Yes
1166,40,Female,Single,Research & Development,Research Director,3,13499,9,18,20,No
1167,42,Male,Single,Sales,Sales Executive,4,13758,12,21,22,Yes
1171,42,Male,Single,Sales,Sales Executive,2,5155,4,6,9,No
1172,35,Male,Married,Research & Development,Laboratory Technician,1,2258,1,8,10,No
1173,24,Male,Single,Research & Development,Laboratory Technician,1,3597,24,4,6,No
1175,28,Female,Married,Research & Development,Laboratory Technician,1,2515,12,1,1,Yes
1177,26,Male,Married,Research & Development,Laboratory Technician,1,4420,3,8,8,No
1179,30,Male,Married,Sales,Sales Executive,2,6578,10,10,10,No
1180,40,Female,Married,Research & Development,Research Scientist,2,4422,26,1,16,No
1182,35,Male,Divorced,Research & Development,Manufacturing Director,3,10274,2,7,15,No
1184,34,Male,Single,Research & Development,Healthcare Representative,2,5343,1,13,14,No
1185,35,Male,Married,Research & Development,Laboratory Technician,1,2376,4,2,2,No
1188,43,Female,Single,Sales,Sales Executive,2,5346,9,4,7,Yes
1190,32,Female,Divorced,Sales,Sales Representative,1,2827,2,1,1,No
1191,56,Female,Divorced,Research & Development,Manager,5,19943,4,5,28,No
1192,29,Female,Married,Research & Development,Laboratory Technician,1,3131,6,10,10,No
1193,19,Male,Single,Research & Development,Research Scientist,1,2552,9,1,1,No
1195,45,Female,Married,Research & Development,Research Scientist,1,4477,7,3,7,No
1196,37,Female,Married,Research & Development,Manufacturing Director,2,6474,1,14,14,No
1198,20,Male,Single,Research & Development,Laboratory Technician,1,3033,3,2,2,No
1200,44,Male,Single,Research & Development,Research Scientist,1,2936,10,6,6,Yes
1201,53,Female,Divorced,Research & Development,Manager,5,18606,7,7,26,No
1202,29,Female,Married,Research & Development,Research Scientist,1,2168,15,5,6,No
1203,22,Male,Married,Research & Development,Research Scientist,1,2853,3,0,1,Yes
1204,46,Female,Married,Sales,Manager,4,17048,2,26,28,No
1206,44,Male,Single,Research & Development,Research Scientist,1,2290,17,0,6,No
1207,33,Male,Married,Human Resources,Human Resources,1,3600,2,5,5,No
1210,41,Male,Divorced,Research & Development,Research Scientist,1,2107,5,1,5,Yes
1211,30,Male,Divorced,Sales,Sales Executive,2,4115,29,4,8,No
1212,40,Male,Married,Sales,Sales Executive,2,4327,2,0,5,No
1215,50,Female,Married,Research & Development,Manager,4,17856,2,2,32,No
1216,28,Male,Married,Research & Development,Laboratory Technician,1,3196,19,6,6,No
1217,46,Male,Married,Research & Development,Research Director,5,19081,15,4,25,No
1218,35,Male,Married,Sales,Sales Executive,2,8966,17,7,15,No
1219,24,Female,Married,Research & Development,Laboratory Technician,1,2210,17,1,1,Yes
1220,33,Female,Married,Sales,Sales Executive,2,4539,25,10,10,No
1221,36,Male,Divorced,Research & Development,Laboratory Technician,1,2741,6,7,7,No
1224,30,Male,Divorced,Research & Development,Laboratory Technician,2,3491,7,10,10,No
1225,44,Male,Single,Research & Development,Research Scientist,2,4541,29,20,20,No
1226,20,Male,Single,Sales,Sales Representative,1,2678,21,2,2,No
1228,46,Male,Divorced,Research & Development,Manufacturing Director,2,7379,2,6,12,No
1231,42,Male,Married,Human Resources,Human Resources,2,6272,2,4,10,No
1233,60,Male,Divorced,Sales,Sales Executive,2,5220,7,11,12,No
1234,32,Female,Married,Research & Development,Laboratory Technician,1,2743,13,2,2,No
1235,32,Female,Single,Research & Development,Research Scientist,2,4998,2,8,10,No
1237,36,Female,Divorced,Research & Development,Manufacturing Director,3,10252,1,7,17,No
1238,33,Male,Married,Research & Development,Research Scientist,1,2781,9,14,15,No
1239,40,Female,Divorced,Sales,Sales Executive,2,6852,10,5,7,No
1240,25,Male,Single,Sales,Sales Executive,2,4950,10,4,5,No
1241,30,Male,Married,Research & Development,Research Scientist,1,3579,1,11,12,No
1242,42,Female,Married,Research & Development,Research Director,3,13191,26,1,20,No
1243,35,Female,Married,Sales,Sales Executive,3,10377,8,13,16,No
1244,27,Male,Married,Research & Development,Research Scientist,1,2235,14,9,9,No
1245,54,Female,Divorced,Research & Development,Manufacturing Director,3,10502,1,5,33,No
1246,44,Female,Married,Research & Development,Research Scientist,1,2011,2,10,10,No
1248,19,Female,Single,Research & Development,Research Scientist,1,1859,10,1,1,Yes
1249,29,Female,Divorced,Research & Development,Research Scientist,1,3760,1,3,3,No
1250,54,Male,Married,Research & Development,Research Director,4,17779,3,10,36,No
1251,31,Male,Married,Research & Development,Healthcare Representative,2,6833,11,6,6,No
1252,31,Female,Single,Research & Development,Healthcare Representative,2,6812,24,10,10,No
1254,59,Female,Single,Sales,Sales Executive,2,5171,3,6,13,No
1255,43,Male,Married,Research & Development,Research Director,5,19740,3,8,25,No
1256,49,Male,Married,Research & Development,Manager,5,18711,4,1,23,No
1257,36,Male,Married,Research & Development,Research Scientist,1,3692,3,11,12,No
1258,48,Male,Single,Research & Development,Laboratory Technician,1,2559,2,1,7,No
1259,27,Male,Divorced,Research & Development,Research Scientist,1,2517,4,5,5,No
1260,29,Male,Divorced,Research & Development,Healthcare Representative,2,6623,7,6,6,No
1263,48,Male,Single,Research & Development,Research Director,5,18265,1,1,25,No
1264,29,Female,Divorced,Research & Development,Research Director,4,16124,1,7,9,No
1265,34,Female,Married,Research & Development,Research Scientist,1,2585,20,1,2,No
1267,44,Male,Married,Sales,Manager,5,18213,5,22,26,No
1268,33,Male,Divorced,Sales,Sales Executive,3,8380,10,9,10,No
1269,19,Female,Single,Research & Development,Research Scientist,1,2994,25,1,1,No
1270,23,Male,Married,Research & Development,Research Scientist,1,1223,1,1,1,No
1273,25,Male,Single,Sales,Sales Representative,1,1118,24,1,1,Yes
1275,26,Male,Single,Research & Development,Research Scientist,1,2875,4,8,8,No
1277,45,Female,Single,Sales,Manager,5,18824,2,24,26,Yes
1278,55,Male,Divorced,Research & Development,Healthcare Representative,4,13577,8,33,34,No
1279,21,Female,Single,Research & Development,Laboratory Technician,1,2625,10,2,2,Yes
1280,46,Female,Married,Sales,Manager,5,18789,4,11,26,No
1281,34,Female,Single,Sales,Sales Executive,2,4538,2,3,4,No
1282,51,Male,Divorced,Sales,Manager,5,19847,9,29,31,No
1283,59,Male,Single,Research & Development,Manufacturing Director,3,10512,18,9,25,No
1285,34,Female,Divorced,Research & Development,Laboratory Technician,2,4444,19,11,15,No
1286,28,Male,Single,Research & Development,Laboratory Technician,1,2154,1,4,5,No
1288,44,Male,Divorced,Research & Development,Manager,5,19190,4,25,26,No
1289,34,Male,Married,Human Resources,Human Resources,2,4490,11,10,14,No
1291,35,Male,Married,Research & Development,Research Scientist,1,3506,6,3,4,No
1292,42,Female,Married,Research & Development,Research Scientist,2,2372,7,1,18,No
1293,43,Female,Single,Sales,Sales Executive,3,10231,4,21,23,No
1294,36,Female,Single,Research & Development,Manufacturing Director,2,5410,2,16,18,No
1295,44,Female,Married,Research & Development,Healthcare Representative,3,7978,15,10,10,Yes
1296,28,Male,Married,Research & Development,Laboratory Technician,1,3867,2,2,2,No
1297,51,Female,Single,Research & Development,Laboratory Technician,1,2838,6,7,8,No
1298,30,Female,Single,Research & Development,Manufacturing Director,2,4695,9,8,10,No
1299,29,Female,Divorced,Research & Development,Laboratory Technician,1,3339,7,7,10,Yes
1301,28,Male,Single,Research & Development,Research Scientist,1,2080,1,3,5,No
1303,25,Female,Single,Research & Development,Research Scientist,1,2096,1,2,2,No
1304,32,Male,Married,Sales,Sales Executive,2,6209,8,10,10,No
1306,45,Female,Single,Research & Development,Manager,5,18061,25,0,22,No
1307,39,Female,Divorced,Research & Development,Manager,4,17123,13,19,21,No
1308,58,Male,Divorced,Research & Development,Research Scientist,1,2372,23,2,2,No
1309,32,Male,Married,Research & Development,Laboratory Technician,2,4883,7,10,10,Yes
1310,39,Male,Single,Research & Development,Research Scientist,1,3904,23,5,6,Yes
1311,30,Female,Married,Research & Development,Laboratory Technician,2,4627,6,9,10,No
1312,36,Female,Married,Research & Development,Healthcare Representative,3,7094,10,7,10,No
1314,46,Female,Single,Human Resources,Human Resources,1,3423,1,7,10,No
1315,28,Female,Married,Research & Development,Laboratory Technician,2,6674,1,9,10,No
1317,50,Female,Married,Research & Development,Research Director,4,16880,28,3,25,No
1318,40,Male,Single,Sales,Sales Executive,3,9094,25,5,9,Yes
1319,52,Male,Single,Sales,Sales Executive,3,8446,5,8,10,Yes
1321,30,Female,Married,Research & Development,Manager,3,11916,17,9,9,No
1322,39,Male,Single,Research & Development,Manufacturing Director,2,4534,18,8,9,No
1324,31,Female,Divorced,Sales,Sales Executive,3,9852,2,10,10,No
1329,41,Male,Single,Sales,Sales Executive,2,6151,10,19,19,No
1331,31,Female,Single,Sales,Sales Representative,1,2302,1,3,3,Yes
1333,44,Male,Married,Research & Development,Laboratory Technician,1,2362,3,3,10,Yes
1334,42,Male,Married,Research & Development,Manager,4,17861,2,20,21,No
1336,55,Female,Married,Research & Development,Manager,5,19187,2,19,23,No
1338,56,Male,Single,Human Resources,Manager,5,19717,8,7,36,No
1340,40,Male,Divorced,Research & Development,Research Scientist,1,3544,16,4,6,No
1344,34,Male,Divorced,Research & Development,Healthcare Representative,3,8500,9,9,10,No
1346,40,Male,Single,Research & Development,Research Scientist,2,4661,2,9,9,No
1349,41,Female,Divorced,Sales,Sales Executive,2,4103,1,9,10,No
1350,35,Male,Single,Research & Development,Research Scientist,2,4249,4,9,9,No
1352,51,Male,Divorced,Human Resources,Manager,4,14026,5,33,33,No
1355,38,Female,Divorced,Sales,Sales Executive,2,6893,2,7,11,No
1356,34,Female,Single,Sales,Sales Executive,2,6125,15,10,10,No
1358,25,Male,Married,Research & Development,Laboratory Technician,1,3669,19,3,7,No
1360,58,Female,Married,Research & Development,Manufacturing Director,3,10008,7,10,31,Yes
1361,40,Male,Married,Research & Development,Laboratory Technician,1,2387,1,4,7,No
1362,36,Female,Married,Sales,Sales Executive,2,4639,7,15,17,No
1363,48,Male,Single,Research & Development,Manufacturing Director,3,7898,4,10,11,No
1364,27,Female,Married,Sales,Sales Representative,1,2534,11,1,5,No
1367,51,Female,Single,Research & Development,Manufacturing Director,4,13142,11,5,29,No
1368,18,Female,Single,Research & Development,Laboratory Technician,1,1611,1,0,0,No
1369,35,Female,Married,Research & Development,Laboratory Technician,2,5363,1,9,10,No
1371,27,Male,Single,Sales,Sales Executive,2,5071,2,6,8,No
1372,55,Male,Single,Sales,Sales Executive,4,13695,13,19,24,Yes
1373,56,Male,Married,Research & Development,Manufacturing Director,4,13402,23,19,33,No
1374,34,Female,Divorced,Research & Development,Research Scientist,1,2029,26,5,5,No
1375,40,Female,Divorced,Research & Development,Healthcare Representative,2,6377,2,12,15,No
1377,34,Male,Married,Research & Development,Laboratory Technician,2,5429,29,8,10,No
1379,31,Female,Single,Sales,Sales Representative,1,2785,2,1,3,Yes
1380,35,Female,Married,Sales,Sales Executive,2,4614,18,4,5,Yes
1382,38,Male,Divorced,Research & Development,Research Scientist,1,2610,7,4,4,No
1383,34,Female,Single,Research & Development,Healthcare Representative,2,6687,2,14,14,No
1387,28,Male,Married,Sales,Sales Executive,2,4724,26,5,5,No
1389,31,Male,Married,Research & Development,Manufacturing Director,2,6179,22,10,10,Yes
1390,39,Male,Married,Sales,Sales Executive,2,6120,21,5,8,No
1391,51,Male,Married,Sales,Sales Executive,3,10596,2,4,14,No
1392,41,Female,Divorced,Research & Development,Research Scientist,2,5467,22,6,12,No
1394,37,Male,Married,Research & Development,Research Scientist,1,2996,4,6,8,No
1395,33,Male,Married,Sales,Sales Executive,2,9998,5,5,8,No
1396,32,Male,Married,Sales,Sales Executive,2,4078,2,3,4,No
1397,39,Male,Married,Research & Development,Healthcare Representative,3,10920,25,6,13,No
1399,25,Male,Married,Sales,Sales Executive,2,6232,18,3,6,No
1401,52,Female,Married,Research & Development,Manufacturing Director,4,13247,28,5,24,No
1402,43,Female,Single,Research & Development,Research Scientist,2,4081,6,20,20,No
1403,27,Female,Married,Sales,Sales Executive,2,5769,10,6,6,No
1405,27,Female,Single,Research & Development,Research Scientist,1,2394,17,8,8,Yes
1407,26,Male,Single,Research & Development,Research Scientist,1,3904,2,4,5,No
1408,42,Female,Married,Human Resources,Manager,4,16799,10,20,21,No
1409,52,Female,Married,Research & Development,Laboratory Technician,1,2950,8,5,12,No
1411,37,Female,Single,Research & Development,Laboratory Technician,1,3629,11,3,8,No
1412,35,Male,Single,Research & Development,Manufacturing Director,3,9362,18,2,10,No
1415,25,Male,Married,Research & Development,Laboratory Technician,1,3229,1,3,7,No
1417,26,Male,Single,Research & Development,Laboratory Technician,1,3578,7,7,8,No
1419,29,Male,Single,Human Resources,Human Resources,3,7988,17,10,10,No
1420,49,Male,Single,Research & Development,Laboratory Technician,2,4284,28,4,20,Yes
1421,29,Female,Single,Research & Development,Healthcare Representative,3,7553,14,8,9,Yes
1422,54,Female,Single,Research & Development,Research Director,4,17328,1,20,29,No
1423,58,Female,Married,Research & Development,Research Director,5,19701,1,9,32,No
1424,55,Male,Divorced,Research & Development,Research Director,4,14732,1,7,31,No
1425,36,Female,Single,Sales,Sales Executive,2,9278,3,5,15,No
1427,31,Female,Single,Sales,Sales Representative,1,1359,1,1,1,Yes
1428,30,Female,Divorced,Sales,Sales Executive,2,4779,7,3,8,No
1430,31,Female,Single,Research & Development,Research Director,4,16422,8,3,9,No
1431,34,Male,Divorced,Research & Development,Research Scientist,1,2996,1,4,10,No
1433,31,Female,Single,Research & Development,Research Scientist,1,1261,8,1,1,Yes
1434,27,Male,Married,Research & Development,Laboratory Technician,1,2099,11,5,6,No
1435,36,Male,Single,Research & Development,Laboratory Technician,2,5810,4,10,10,No
1436,36,Female,Married,Sales,Sales Executive,2,5647,16,3,11,No
1438,47,Male,Married,Research & Development,Research Scientist,1,3420,1,6,17,No
1439,25,Male,Married,Sales,Sales Representative,1,4400,9,3,6,Yes
1440,37,Male,Single,Research & Development,Laboratory Technician,1,3500,5,6,7,No
1441,56,Female,Married,Research & Development,Research Scientist,1,2066,1,3,5,No
1443,47,Female,Married,Research & Development,Research Director,4,17169,2,20,26,No
1445,24,Female,Married,Sales,Sales Executive,2,4162,4,5,5,No
1446,32,Male,Married,Sales,Sales Executive,2,9204,7,4,7,No
1447,34,Female,Married,Research & Development,Laboratory Technician,1,3294,1,5,7,No
1448,41,Male,Married,Research & Development,Research Scientist,1,2127,5,4,7,No
1449,40,Male,Divorced,Research & Development,Laboratory Technician,2,3975,9,8,11,No
1453,31,Male,Divorced,Sales,Sales Executive,3,10793,8,13,13,No
1457,46,Male,Divorced,Sales,Sales Executive,3,10096,9,7,28,Yes
1458,39,Female,Single,Research & Development,Laboratory Technician,1,3646,2,1,11,Yes
1459,31,Female,Single,Research & Development,Manufacturing Director,3,7446,1,10,10,Yes
1460,45,Male,Divorced,Research & Development,Healthcare Representative,3,10851,20,7,24,No
1461,31,Female,Single,Human Resources,Human Resources,1,2109,8,3,8,No
1464,31,Male,Married,Research & Development,Laboratory Technician,1,3722,2,2,7,Yes
1465,45,Male,Married,Research & Development,Manufacturing Director,3,9380,29,3,10,No
1466,48,Male,Divorced,Sales,Sales Executive,2,5486,7,2,15,No
1467,34,Female,Married,Human Resources,Human Resources,1,2742,9,2,2,Yes
1468,40,Male,Divorced,Research & Development,Research Director,3,13757,8,9,16,No
1469,28,Male,Single,Sales,Sales Executive,2,8463,5,5,6,No
1471,44,Male,Single,Research & Development,Laboratory Technician,1,3162,5,5,7,No
1472,53,Male,Single,Research & Development,Research Director,4,16598,2,9,35,No
1473,49,Male,Married,Research & Development,Healthcare Representative,2,6651,5,3,20,No
1474,40,Male,Divorced,Research & Development,Research Scientist,1,2345,2,3,8,No
1475,44,Male,Single,Research & Development,Research Scientist,1,3420,20,5,6,No
1477,33,Male,Married,Sales,Sales Executive,2,4373,7,4,5,No
1478,34,Male,Single,Sales,Sales Executive,2,4759,3,13,15,No
1479,30,Male,Married,Sales,Sales Executive,2,5301,16,2,4,No
1480,42,Female,Single,Research & Development,Laboratory Technician,1,3673,9,12,12,No
1481,44,Female,Married,Sales,Sales Executive,2,4768,1,1,11,No
1482,30,Male,Divorced,Research & Development,Research Scientist,1,1274,7,1,1,No
1483,57,Male,Married,Research & Development,Research Scientist,2,4900,1,12,13,No
1484,49,Male,Divorced,Research & Development,Healthcare Representative,3,10466,7,8,29,No
1485,34,Male,Divorced,Research & Development,Research Director,4,17007,15,14,16,No
1486,28,Male,Married,Sales,Sales Representative,1,2909,1,3,5,Yes
1487,29,Female,Single,Sales,Sales Executive,2,5765,13,5,7,Yes
1489,34,Female,Single,Sales,Sales Executive,2,4599,24,15,16,Yes
1492,35,Male,Married,Sales,Sales Representative,1,2404,7,1,1,No
1494,24,Male,Single,Research & Development,Laboratory Technician,1,3172,9,0,4,Yes
1495,24,Female,Married,Sales,Sales Representative,1,2033,13,1,1,No
1496,44,Male,Single,Research & Development,Manufacturing Director,3,10209,2,2,16,No
1497,29,Male,Divorced,Sales,Sales Executive,2,8620,19,10,10,No
1499,30,Male,Divorced,Human Resources,Human Resources,1,2064,1,5,6,No
1501,55,Male,Married,Research & Development,Healthcare Representative,2,4035,4,3,4,No
1502,33,Female,Married,Research & Development,Laboratory Technician,1,3838,4,5,8,No
1503,47,Female,Married,Sales,Sales Executive,2,4591,14,5,11,No
1504,28,Male,Single,Research & Development,Laboratory Technician,1,2561,2,0,8,Yes
1506,28,Male,Divorced,Research & Development,Research Scientist,1,1563,1,1,1,No
1507,28,Male,Single,Sales,Sales Executive,2,4898,7,4,5,No
1509,49,Female,Married,Research & Development,Laboratory Technician,2,4789,3,3,10,No
1513,29,Female,Married,Research & Development,Laboratory Technician,1,3180,2,3,4,No
1514,28,Male,Married,Research & Development,Manufacturing Director,2,6549,29,8,8,No
1515,33,Male,Single,Research & Development,Healthcare Representative,2,6388,8,0,14,No
1516,32,Male,Single,Research & Development,Manager,3,11244,10,5,10,No
1520,54,Female,Divorced,Research & Development,Manager,4,16032,11,14,26,No
1522,29,Male,Single,Research & Development,Research Scientist,1,2362,1,9,11,Yes
1523,44,Male,Married,Research & Development,Research Director,4,16328,28,20,24,No
1525,39,Female,Single,Research & Development,Manufacturing Director,3,8376,6,2,9,No
1527,46,Female,Married,Sales,Manager,4,16606,3,13,23,No
1529,35,Female,Single,Research & Development,Healthcare Representative,3,8606,16,11,11,No
1533,23,Male,Single,Research & Development,Laboratory Technician,2,2272,20,4,5,No
1534,40,Male,Single,Research & Development,Laboratory Technician,1,2018,9,5,15,Yes
1535,34,Male,Married,Sales,Sales Executive,3,7083,1,10,10,No
1537,31,Female,Single,Research & Development,Research Scientist,1,4084,3,7,7,Yes
1539,50,Male,Single,Research & Development,Research Director,4,14411,22,32,32,No
1541,34,Male,Married,Sales,Sales Representative,1,2308,7,11,12,No
1542,42,Male,Married,Research & Development,Laboratory Technician,1,4841,2,1,4,No
1543,37,Male,Married,Research & Development,Research Scientist,2,4285,13,10,10,No
1544,29,Female,Married,Research & Development,Healthcare Representative,2,9715,8,7,9,No
1545,33,Male,Single,Research & Development,Manufacturing Director,2,4320,25,5,5,No
1546,45,Male,Married,Research & Development,Research Scientist,1,2132,28,5,8,No
1547,42,Male,Married,Research & Development,Healthcare Representative,3,10124,2,20,24,No
1548,40,Male,Married,Sales,Sales Executive,2,5473,9,8,9,No
1549,33,Male,Married,Research & Development,Laboratory Technician,2,5207,28,15,15,No
1550,40,Male,Single,Human Resources,Manager,4,16437,6,21,21,No
1551,24,Male,Divorced,Research & Development,Laboratory Technician,1,2296,21,1,2,No
1552,40,Male,Divorced,Research & Development,Healthcare Representative,2,4069,8,2,8,No
1553,45,Male,Divorced,Research & Development,Healthcare Representative,3,7441,1,10,10,No
1554,35,Female,Married,Sales,Sales Representative,1,2430,28,5,6,No
1555,32,Female,Married,Research & Development,Research Scientist,2,5878,5,7,12,No
1556,36,Male,Single,Sales,Sales Representative,1,2644,2,3,7,No
1557,48,Female,Divorced,Sales,Sales Executive,2,6439,16,8,18,No
1558,29,Male,Married,Research & Development,Research Scientist,1,2451,9,1,5,No
1560,33,Male,Married,Sales,Sales Executive,2,6392,8,2,8,No
1562,30,Male,Married,Sales,Sales Executive,2,9714,1,10,10,Yes
1563,38,Male,Married,Human Resources,Human Resources,2,6077,10,6,10,No
1564,35,Male,Single,Research & Development,Laboratory Technician,1,2450,1,3,3,No
1568,30,Male,Married,Sales,Sales Executive,3,9250,29,4,9,No
1569,35,Female,Divorced,Research & Development,Laboratory Technician,1,2074,2,1,1,Yes
1572,53,Female,Married,Research & Development,Manufacturing Director,3,10169,2,33,34,Yes
1573,38,Male,Married,Research & Development,Manufacturing Director,2,4855,2,5,7,Yes
1574,32,Male,Married,Research & Development,Research Scientist,2,4087,1,6,9,No
1576,48,Female,Married,Research & Development,Research Scientist,1,2367,15,8,10,No
1577,34,Male,Single,Research & Development,Research Scientist,1,2972,7,1,1,No
1578,55,Male,Married,Sales,Manager,5,19586,26,36,36,No
1580,34,Male,Married,Research & Development,Research Scientist,2,5484,1,2,9,No
1581,26,Female,Married,Research & Development,Research Scientist,1,2061,3,1,1,No
1582,38,Male,Married,Sales,Sales Executive,2,9924,14,9,10,No
1583,38,Female,Single,Sales,Sales Executive,2,4198,16,3,8,No
1585,36,Female,Single,Sales,Sales Executive,2,6815,1,1,15,No
1586,29,Male,Single,Research & Development,Laboratory Technician,1,4723,3,10,10,No
1587,35,Female,Single,Research & Development,Healthcare Representative,2,6142,10,5,10,No
1588,39,Male,Married,Sales,Sales Executive,3,8237,6,7,11,No
1590,29,Male,Divorced,Research & Development,Healthcare Representative,2,8853,2,6,6,No
1591,50,Male,Married,Sales,Manager,5,19331,9,1,27,No
1592,23,Male,Married,Research & Development,Research Scientist,1,2073,10,2,4,No
